name,year,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Бердск,2014,102.6,14.9,678,26457,25.0,4.9,38.2,70.9,163.9,42.6,47.5,5905,8743.0,352.6,83.5,1413,2927.7,106.7,858
Омск,2013,1166.1,320.1,1889,28064.0,22.4,42.8,78.8,121.5,249.7,15.5,41.8,38648,601058.3,20017.7,568.2,9639,85962.1,1589.6,4011
Омск,2014,1173.9,317.3,1926,29619.3,22.8,44.3,77.8,118.4,246.7,13.6,43.1,38751,672318.0,20784.1,640.3,10725,102022.8,1779.6,5915
Горно-Алтайск,2013,61.4,17.5,547,29298.9,21.8,2.2,86,177,474,49.9,24.8,5893,1151.5,167.4,37.5,674,3749.5,80.1,122
Горно-Алтайск,2014,62.3,17.1,571,31817.5,22.1,2.5,71,175,478,47.1,32.5,5813,1056.6,92.1,37.7,690,4251.1,97.8,430
Томск,2013,578.6,146.9,1443,34347.0,21.9,24.2,83.7,146.6,290.4,17.9,48.2,27546,84469.1,10801.5,372.3,5733,43158.8,366.7,7373
Томск,2014,586.4,146.3,1538,36992.6,22.3,25.6,83.3,133.1,266.3,14.1,49.9,27975,90543.30000000002,10504.3,399.1,5633,46142.1,309.9,5919
Кызыл,2013,114.0,34.0,771,35010.6,13.5,4.3,74.9,195.5,290.3,42.5,38.2,1812,5683.4,2813.8,27.2,215,385.0,113.2,-605
Кызыл,2014,114.2,34.3,748,37572,13.8,4.3,75.0,200.1,290.9,29.4,33.8,1810,6645.8,5276.7,45.7,465,688.4,92.2,-1046
Абакан,2013,173.2,50.4,909,33152.9,22.9,10.0,67.3,123.7,412.3,36.9,50.4,6078,14322.7,3002.9,109.2,1629,7870.1,180.6,2752
Абакан,2014,176.2,50.3,1194,36106.2,23.2,11.0,69.9,128.1,417.5,17.2,46.6,6334,16845.9,2890.2,124.8,1816,12064.1,140.3,2396
Благовещенск,2013,225.5,79.1,1760,34348.1,22.7,11.1,125.2,179.2,368.5,33.7,34.9,9026,26104.699999999997,8477.8,200.4,3630,17081.9,431.6,1956
Благовещенск,2014,229.6,78.1,1847,36466.8,23.5,11.6,120.1,200.4,341.1,35.2,39.7,9639,32856.2,10010.8,137.0,2612,21844.1,415.0,3736
Биробиджан,2013,74.8,21.7,318,31435.7,22.2,4.3,59.9,164.9,292.3,19.7,19.9,2355,2898.3,980.4,30.3,455,4424.3,197.1,-723
Биробиджан,2014,74.8,21.6,227,33460.7,21.8,4.5,63.5,163.2,269.9,40.7,23.3,2234,3744.6,820.5,46.1,738,5176.1,218.2,76
Петропавловск-Камчатский,2013,182.7,56.3,909,57564.4,24.0,9.7,61.2,151.4,273.3,50.1,28.3,7447,28752.3,4153.0,57.7,781,7974.8,175.6,694
Петропавловск-Камчатский,2014,181.0,55.0,822,62554.1,24.5,9.7,59.8,145.8,278.7,49.7,31.6,7393,28585.399999999998,2544.7,59.4,878,8374.5,198.3,-2170
Магадан,2013,101.0,34.6,389,60522.1,24.7,5.7,71.0,158.0,375.6,53.9,33.5,4050,7158.799999999999,1409.1,6.1,98,3734.4,753.6,-865
Магадан,2014,99.7,34.3,503,66151.8,24.9,6.0,71.2,139.9,365.8,38.3,39.7,4014,7173.9,1516.7,10.2,161,3631.1,700.8,-1459
Владивосток,2013,630,187.8,1253,39348.9,21.3,21.1,93.6,150.5,259.9,44.3,25,42979,110856.0,17197.5,353.5,4613,19913.7,1906.6,4092
Владивосток,2014,631.4,186.5,1114,42876.2,21.4,20.9,94.4,149.7,269.6,36.4,28.6,44646,125976.2,12962.4,244.1,2628,30176.2,2073.8,1152
Артем,2013,111.8,20.5,230,33264.1,20.2,5,33.4,113.9,212,39.5,21.6,2497,11861.1,1151.7,66.5,1133,5007.3,723.5,119
Артем,2014,113.5,21,210,33702.3,20.7,5.4,33.1,79.8,199.7,14.1,25.4,2372,10865.3,671.7,87.7,994,4715,754.4,1679
Находка,2013,157.4,33.8,725,35907.9,22.2,7.7,40.7,60.6,248.7,4.6,32.8,5322,10927.900000000001,1956.9,,43,4779.8,56.4,-1828
Находка,2014,156.7,35.1,737,38217.2,22.6,8,41.1,57.3,248.1,5.2,32.7,5324,12325.5,1110.2,,50.8,5005.4,52.6,-551
Уссурийск,2013,192.8,44.8,728,30581.8,20.1,7.1,35.9,142.1,202.1,33.2,37.3,4719,23126.199999999997,4910.7,,61.4,4440.9,723.6,1687
Уссурийск,2014,194.3,45,776,32632.5,20.7,7.5,35.6,140.8,195.4,80.7,38.1,4833,26016.2,2569.3,,134.6,6644.3,809.5,1184
Южно-Сахалинск,2013,192.7,79.2,185,63602.0,22.2,10.2,83.1,164.9,253.8,23.5,20.1,11275,46348.899999999994,18143.0,115.9,1044,10535.3,638.9,1839
Южно-Сахалинск,2014,192.8,81.0,170,71024.3,23.1,10.4,72.7,160.4,238.1,19.0,37.9,11435,71271.40000000001,41124.5,145.1,1449,11549.9,754.3,-483
Хабаровск,2013,601.0,226.1,1143,43050.4,22.2,19.6,88.3,119.3,326.1,23.1,26.2,28863,71109.0,16103.7,213.2,2842,47206.0,2029.9,6500
Хабаровск,2014,607.2,223.6,849,44835.4,22.5,19.5,87.8,117.6,383.7,22.4,28.7,30151,75889.0,13179.9,288.0,4368,51023.2,3167.9,5193
Комсомольск-на-Амуре,2013,254.9,66.6,1687,34080.4,22.7,14.5,48.3,110.7,313.5,11.4,39.7,5506,56216.100000000006,7493.4,15.1,163,7692.5,419.9,-2649
Комсомольск-на-Амуре,2014,253.0,65.8,1049,38136.3,22.9,15.6,45.1,94.3,308.0,10.5,43.1,5685,89635.0,4258.5,44.8,763,8937.8,415.9,-1558
Анадырь,2013,14.0,9.2,39,81533.0,20.2,933,130.2,200.0,425.5,37.2,54.7,450,2040.6,42.9,,,1325.8,64.9,200
Анадырь,2014,14.3,9.4,23,93158.9,20.0,935,94.2,191.9,446.7,28.9,53.5,429,53744.8,5.7,,,1266.3,50.5,204
Якутск,2013,294.1,85.3,659,51077.8,16.4,8.9,98,133,223,40.8,48.1,12657,54971.5,10941.0,233.6,3891,15431.3,786.0,4809
Якутск,2014,299.2,84.9,699,55530.1,17.4,9.7,99,129,217,38.6,47.6,13016,73316.20000000001,10753.1,251.9,3921,18343.6,754.9,2262
Ростов-на-Дону,2011,1096.5,299.9,3722,23935.7,22.8,28.6,87.0,119.1,281.1,33.0,46.7,45908,185701.0,43069.9,895.1,10216,75905.1,1833.6,7604
Ростов-на-Дону,2012,1103.7,299.5,2556,27689.8,23.4,28.9,87.9,116.5,283.0,27.2,45.2,43447,193209.5,46448.2,938.4,11871,95259.8,2258.1,8054
Батайск,2011,114.3,21.5,453,19783.2,18.5,3.6,34.9,74.5,268.1,16.3,33.7,1797,4007.7,3323.4,92.1,1047,3524.3,43.1,1818
Батайск,2012,115.7,22.0,370,22182.4,18.8,3.7,35.0,73.6,264.9,10.6,41.0,1833,8065.1,3420.2,92.2,1043,4680.1,49.3,998
Волгодонск,2011,170.2,41.1,632,21021.0,21.6,7.2,37.5,72.7,255.6,2.2,17.2,3409,39336.1,7885.4,63.6,319,7247.3,90.8,-556
Волгодонск,2012,170.1,41.9,447,23798.3,22.0,7.5,37.4,68.1,254.0,2.0,22.3,3195,40683.5,12158.0,64.8,481,8236.6,96.6,-224
Новочеркасск,2011,169.0,44.9,515,17913.8,22.3,6.0,37.7,118.2,291.7,11.6,34.3,4129,42315.899999999994,3278.6,79.1,701,3914.0,202.3,901
Новочеркасск,2012,173.1,45.3,250,21179.1,22.1,5.8,36.7,115.3,284.6,16.0,33.3,3808,47880.5,4986.4,87.6,745,5121.9,214.4,4815
Новошахтинск,2011,110.4,12.4,679,12795.0,19.4,2.6,18.0,87.0,254.6,35.2,47.7,646,1840.8,471.6,28.6,417,847.8,20.4,247
Новошахтинск,2012,110.1,12.3,466,14975.4,19.8,2.6,18.7,87.2,255.4,30.1,36.2,627,3994.2999999999997,751.9,45.2,836,1176.8,22.0,414
Таганрог,2011,256.6,75.2,1059,17375.7,21.9,7.3,40.1,89.6,374.6,12.9,38.5,6685,55677.200000000004,4157.4,99.0,1287,7534.9,85.4,857
Таганрог,2012,254.8,72.6,1060,19793.2,22.4,7.4,40.7,89.0,383.3,15.9,42.6,6579,53632.200000000004,4744.7,110.2,1037,8682.5,93.5,-620
Шахты,2011,238.5,33.8,943,15206.8,20.4,5.6,28.0,108.6,227.3,7.2,33.6,3283,16743.3,2083.2,70.0,1181,4835.6,16.7,-278
Шахты,2012,237.6,34.8,909,17220.4,20.7,5.9,27.7,105.9,229.0,26.8,36.3,3116,29559.0,4542.0,76.3,1206,5933.4,12.9,-12
Майкоп,2011,167.0,42.3,872,16658.1,26.5,4.5,67.5,148.0,341.1,59.1,58.0,12338,8685.0,393.9,24.1,152,7479.2,64.2,733
Майкоп,2012,167.6,41.3,675,19377.5,26.5,5.0,66.1,145.1,341.2,61.2,59.7,12364,8087.299999999999,1009.2,15.6,178,9270.4,49.9,595
Астрахань,2011,525.4,141.9,2863,20583,22.1,18.8,108.9,149.8,300.6,11.2,33.2,12269,67761.4,2936.0,301.9,2551,24757.5,500.1,4744
Астрахань,2012,527.3,139.3,1699,23690,22.4,19.1,98.8,151.2,291.5,5.7,35.1,12026,95599.9,3517.5,256.4,1682,31463.8,666.1,982
Волгоград,2011,1018.7,287.7,5895,20238.3,21.5,33.0,88.8,139.4,326.8,14.5,55.9,30190,335997.69999999995,15405.9,252.9,2815,71357.7,1359.1,890
Волгоград,2012,1018.8,282.0,4500,23393.8,21.8,36.4,80.9,135.7,338.7,12.7,55.8,30894,379233.8,15334.7,352.8,4333,85970.1,1091.7,2064
Волжский,2011,327.6,74.5,1855,18190.9,18.1,12.3,40.2,84.5,183.3,4.6,28.5,6271,123528.6,1408.2,88.9,1451,10924.8,205.0,563
Волжский,2012,327.4,72.2,1555,20467.8,18.4,13.2,40.0,81.3,196.5,5.9,30.4,6213,122423.3,1782.2,101.2,1720,13584.3,298.4,376
Камышин,2011,118.0,25.9,660,13422.6,22.0,4.3,34.9,92.7,308.3,10.9,49.0,1478,10555.800000000001,1696.8,16.7,112,2993.1,76.7,-696
Камышин,2012,116.7,24.6,540,15735.7,22.3,4.4,36.1,102.6,311.2,21.6,46.0,1465,9361.2,1588.0,19.9,149,3421.3,69.1,-888
Элиста,2011,104.1,27.4,843,14971.6,24.2,4.4,97.0,168.2,256.8,60.1,36.2,2654,2536.0,279.5,86.4,1020,3662.8,29.1,95
Элиста,2012,104.2,26.8,593,18168.7,24.6,4.6,93.3,165.7,312.0,65.9,34.9,2799,2120.3,375.3,70.5,836,3674.4,29.6,-501
Краснодар,2011,851.2,265.9,1349,25299.7,26.5,23.3,105.8,143.7,267.3,21.3,41.1,45427,154825.90000000002,36174.6,1078.0,13866,90653.0,1082.9,16268
Краснодар,2012,871.2,269.9,1063,30202.5,27.4,24.3,95.3,139.8,286.8,29.1,38.3,47420,215479.59999999998,35361.0,1566.3,21920,110881.2,1257.1,17668
Армавир,2011,209.2,35.4,1350,15681.0,18.7,5.0,29.3,79.3,229.5,16.2,44.1,3223,17843.899999999998,1483.4,104.4,1166,6890.5,93.1,1568
Армавир,2012,210.2,36.6,821,18575.0,19.0,5.2,29.9,79.7,235.3,27.3,45.0,3319,24698.1,1445.7,92.7,926,8244.6,122.0,1175
Новороссийск,2011,303.1,65.8,522,24293.7,16.4,8.7,38.8,64.8,246.1,5.6,45.4,8508,35200.6,13755.1,239.8,2129,14644.0,156.0,4659
Новороссийск,2012,307.7,67.7,413,28899.2,16.6,9.2,38.2,68.9,235.2,12.4,43.4,8768,43009.5,17417.5,233.6,2161,18716.7,184.3,4542
Сочи,2011,437.6,107.6,878,26612.0,21.1,12.3,41.6,85.1,244.9,32.7,26.5,20244,9538.4,104954.3,465.2,3947,22858.1,1013.5,15382
Сочи,2012,445.2,110.9,485,30861.2,21.1,13.1,41.2,80.9,244.9,30.0,27.1,21249,10522.8,122043.7,581.2,3639,30207.5,1172.9,6205
Белгород,2011,366.1,118.9,2436,21391.1,24.5,11.9,77.4,142.1,337.9,26.6,45.1,18157,77326.40000000001,14817.2,248.4,2814,20134.8,629.8,8111
Белгород,2012,373.5,119.1,1745,24098.8,24.5,14.5,77.3,144.0,346.3,16.4,45.9,18509,78606.4,10687.5,180.8,2364,26575.9,642.1,7114
СтарыйОскол,2011,220.6,73.8,1232,20662.0,24.4,10.4,47.2,65.7,211,12.6,41.8,4696,165176.9,5529.5,132.2,1100,10266.3,358.7,-510
СтарыйОскол,2012,220.8,73.1,1106,23453.3,24.7,10.9,46.8,63.9,213.5,…,44.0,5041,163167.4,6376.1,168.5,1410,13238.1,400.2,-172
Брянск,2011,432.0,139.2,2630,18111.7,23.6,14.0,64.1,140.3,298.0,12.2,46.0,11731,58136.600000000006,4138.1,295.0,4072,27311.0,366.7,-1091
Брянск,2012,429.9,137.9,2116,21426.1,24.2,17.2,64.1,146.8,324.3,15.0,47.9,11820,69544.5,3764.3,307.0,4499,31673.3,354.6,-4708
Владимир,2011,348.5,113.4,3436,20553.1,23.2,13.3,66.5,153.3,378.4,25.4,43.4,15019,64275.5,2436.4,117.5,1591,28440.2,625.2,927
Владимир,2012,350.5,115.5,2520,23097.6,23.5,14.5,65.2,153.8,348.4,28.3,45.7,14556,65859.8,2343.9,190.1,2358,34247.7,873.2,2749
Ковров,2011,143.6,43.7,881,18833.5,23.6,7.6,32.9,70.3,401.8,17.2,51.1,2559,30963.899999999998,177.6,19.4,261,2733.7,245.4,-340
Ковров,2012,142.2,41.3,588,21085.9,24.0,7.7,32.1,71.0,408.1,20.5,49.2,2759,32117.2,145.4,24.8,327,3823.1,107.1,-603
Муром,2011,123.2,33.2,1587,15096.9,23.3,5.7,34.2,72.2,449.3,13.0,39.4,1958,13872.5,412.6,19.8,132,4276.2,65.3,-1058
Муром,2012,121.8,33.0,1124,17996.3,23.7,6.6,34.3,74.9,450.7,17.4,41.0,2007,17920.300000000003,354.2,21.0,105,5887.0,74.1,-994
Воронеж,2011,991.3,290.5,8178,20638.5,24.9,26.3,93.1,126.8,259.6,41.2,50.2,40111,118007.1,11995.1,646.3,9639,48559.9,844.4,14358
Воронеж,2012,1003.6,297.0,5571,23959.4,25.3,29.3,93.3,124.5,272.4,29.9,49.8,40506,131415.2,15806.0,723.4,11838,75078.8,1111.4,14263
Иваново,2011,408.8,97.2,1990,18694.8,23.3,16.3,92.8,154.5,237.6,25.0,39.0,21356,43754.1,2884.6,148.9,1851,17865.6,532.1,2249
Иваново,2012,409.1,98.9,1328,21623.2,23.5,17.1,93.6,155.2,241.5,28.6,42.1,21090,47944.2,3142.5,125.5,1562,19933.2,660.6,1672
Калуга,2011,326.4,118.3,910,23233,22.6,13.1,66.9,178.8,306.7,9.4,37.2,10846,204931.6,5594.0,200.2,3202,21177.0,346.4,3146
Калуга,2012,331.4,119.2,691,28787,22.5,13.4,66.6,169.2,304.5,11.2,39.4,10813,245722.9,8870.1,207.8,3299,26458.9,427.7,2898
Обнинск,2011,105.4,29.3,291,27810,23.6,4.2,60.8,107.4,265.6,63.6,36.7,4966,25414.4,558.0,67.0,943,6089.3,168.2,904
Обнинск,2012,106.0,29.7,188,32960,24.0,4.5,60.3,106.7,281.1,35.5,38.9,4963,30813.9,706.3,78.1,1124,6900.5,65.3,628
Кострома,2011,269.3,71.4,1075,18613.2,23.2,10.6,48.2,94.7,249.9,,41.5,10258,34442.7,635.4,98.2,1321,111.2,101.2,1242
Кострома,2012,271.5,71.0,637,21197.3,23.3,11.2,47.5,96.4,266.0,,45.3,10658,39602.6,982.0,132.5,2034,104.3,107.0,2513
Курск,2011,423.2,122.3,3244,17616.7,24.4,12.4,107.0,114.9,297.7,18.6,34.0,13397,68865.79999999999,8714.2,279.7,4731,25466.3,369.1,6824
Курск,2012,428.7,121.7,2327,20791.7,24.5,12.6,105.3,113.8,315.1,19.3,37.1,13764,70013.8,10130.1,245.8,4317,29621.1,459.8,5933
Липецк,2011,508.1,164.1,1377,22150.3,23.8,14.6,60.9,112.8,469.2,5.9,54.4,13505,315944.19999999995,9973.8,388.8,3077,35795.7,644.8,327
Липецк,2012,509.1,160.6,1205,25211.7,24.1,19.3,57.8,103.0,474.1,9.1,56.2,13068,335510.4,8094.1,414.1,2366,40778.4,691.8,1472
Елец,2011,107.7,28.9,790,15108.6,25.7,3.8,36.7,99.4,320.8,16.1,35.3,1347,10176.9,632.9,30.5,309,4557.2,65,118
Елец,2012,107.0,29.1,621,17440.5,26.1,5.2,33.5,85.7,355.7,11.9,37.3,1321,8729.0,1037.7,30.5,331,5479.9,71.5,-180
Москва,2011,11612.9,4459.4,40600,44899,18.7,354.1,77.9,92.7,323.6,33.5,35.0,1218656,3641990.0,549076,1808,23587,3322047,135180,59100
Москва,2012,11979.5,4802.7,27600,48830,19.3,391.5,68.9,89.3,314.2,25.2,33.7,1281657,3897363.0,609729,3050,42551,3639715,145426,105000
Балашиха,2011,221.8,30.8,653,31355,24,6.6,39.1,94.7,249.4,11.7,37.5,5912,16923.4,1058.6,650.5,9682,18246.6,543.4,4762
Домодедово,2011,100.6,57.9,221,41786,29.5,3,36.1,59.6,256.4,11.7,32.7,4302,26804.399999999998,7240.1,116.6,1652,16564.5,6493.3,4464
Железнодорожный,2011,136,14.4,384,26850,27.4,4.8,44.3,78,128.3,29.2,31.1,3599,10777.5,1965.2,214.4,3800,3778.6,6.6,4344
Жуковский,2011,106.2,28.1,48,34434,21.5,3.2,28.9,72.5,97,34.8,45.7,3443,6670.7,859.3,16.1,249,6317.3,2.6,1732
Коломна,2011,145,42.9,640,26150,23.5,5.1,43.7,114.2,358,4.9,44.5,3514,26373.3,802.4,36.1,385,6098,399.4,956
Королев,2011,185.6,55.7,353,38621,23.7,5.5,25.8,57.4,152.7,11.5,38.8,8433,54959.799999999996,665.8,76.6,1005,10143,212.5,2461
Красногорск,2011,122.8,33.2,219,34153,31.5,4.4,44.6,70.4,283.3,0.02,40.1,6412,28308.0,5476.9,267.1,3404,6547.9,703.6,4829
Люберцы,2011,176.7,30.2,899,32753,26.7,5.7,32.3,70.5,227.6,57.2,18.1,7957,7236.3,785,437.9,7423,12951.9,496.9,3885
Мытищи,2011,175,50.7,535,34166,27.4,6.2,35.1,49.7,275.5,1.7,28,10306,53332.200000000004,1199.9,153.6,1864,61423.9,28.7,1889
Ногинск,2011,101.7,29.6,407,26991,25.5,5.2,40.5,110.1,187.3,35.3,40.4,3305,29751.7,231.7,16.6,199,8183.4,339,2020
Одинцово,2011,137.6,26.9,271,29555,28.3,4.4,29.1,57.6,136.9,2.1,45.2,7018,15710.900000000001,2543.6,123.4,1381,1828.5,572.9,-1009
Орехово-Зуево,2011,121.3,21.5,644,23458,22.7,4.9,43.4,121.2,290.8,11.2,33.7,2188,10094.1,439,10.5,116,6600.5,178.3,1454
Подольск,2011,193.4,51.3,609,35311,28.6,6.3,37.7,78.3,140.9,0.4,40.2,8308,63266.399999999994,3471.8,446.3,7084,7218.6,516.1,5167
Пушкино,2011,103.3,16.2,205,25782,29.9,2.8,29,71.7,204.3,19.6,23.3,4197,11728.7,544.6,150.7,1437,1336.9,221.1,1116
Раменское,2011,99.1,26.2,174,28961,24.8,3.8,40.3,113.6,230.1,8,43.2,3054,24460.9,4300.1,109.5,1495,5002.1,329.9,2554
СергиевПосад,2011,109.7,27.2,991,23800,30,4.3,72.5,222.1,585.3,25.1,48.6,4885,5099.6,2480.4,42.8,330,4807.9,343.6,-710
Серпухов,2011,126.6,22.5,365,23813,24.9,5.7,26.6,74.6,312.6,3.2,54.9,2949,16565.7,…1,32,513,3067.7,220.2,373
Химки,2011,215.5,69,509,42528,30.8,6.4,42,97,187.9,10.5,29.4,9882,17735.9,2487.9,246.2,3048,56108.5,8959.4,6983
Щелково,2011,109.8,28.2,326,36667,23.1,4.2,31,46.9,170.2,-,38.6,4026,82316.59999999999,965.9,178.5,2778,11275.1,373.7,-540
Балашиха,2012,235.3,31.2,590,36291,24.9,7.1,38.1,84.1,224.2,32.1,35.3,6053,19806.3,3479.2,422.7,6395,23304.6,858.4,12857
Домодедово,2012,104.7,53.9,171,46222,29.2,3.8,26.3,44.9,176.3,10.7,25,4663,37275.0,7510.9,102.4,1266,17869.8,6775.4,4219
Железнодорожный,2012,141.7,15.3,296,31471,27.9,5.5,41.3,74.3,141.1,12.4,30.5,3609,13494.699999999999,2077.9,114,1980,4564.8,745.5,5539
Жуковский,2012,106.9,27.7,78,39119,21.5,3.8,31.7,72,96.5,53.3,46,3646,8057.4,587.1,13,224,5515.5,3.6,891
Коломна,2012,144.7,42.4,388,30639,23.9,6.2,44.2,112.9,188.3,13.8,47.5,3652,31553.0,772,51.1,727,7187.5,484.6,431
Королев,2012,187.3,54.9,297,40832,24,6,25.8,56.9,152.4,3.3,36.4,8459,42285.299999999996,137.1,112.6,1464,13154.4,242,1939
Красногорск,2012,127.6,35.4,156,40131,31.1,4.5,44.7,67.7,274.8,20.1,42.7,6834,33305.200000000004,10305.5,302,4320,7058.8,940,4641
Люберцы,2012,181.1,28.1,542,38600,26.9,6,33.5,69.5,222,-,18.3,8656,7487.5,1198.3,152.7,1840,13960.9,737.7,4616
Мытищи,2012,178.7,52.8,349,37965,27.7,7.6,34.4,50.9,269.8,5.3,30.3,11780,72572.3,8687.1,366.9,4183,66362.6,149.8,3620
Ногинск,2012,101.8,30.7,387,30826,…,5.2,40.9,107.5,187.1,23.4,44.1,3275,34104.1,50.5,14.2,269,9744.1,517.7,490
Одинцово,2012,137.8,30.7,227,35360,28.3,4.4,29.1,57.5,136.6,11.9,47.2,8072,27501.199999999997,2160.8,141.1,574,2714,764.1,146
Орехово-Зуево,2012,121.4,22.3,434,27727,22.7,5.1,45.8,127.7,289.3,48.1,37.5,2068,9921.5,2093.4,4.8,17,8189.1,314.5,788
Подольск,2012,206.7,53.1,621,39124,29,8.1,35.5,73.8,131.9,0.1,32,8976,63737.5,4118.3,200.4,3081,9620.9,864.2,13597
Пушкино,2012,104.8,15.9,189,33601,31,3,31.2,70.7,201.4,49.1,28.8,4516,11603.1,196.9,125.7,1131,1554.4,279.6,1856
Раменское,2012,100.8,26.3,134,31934,24.5,4.9,39.8,111.3,226.3,7,47.1,3234,24988.5,4481.6,104.6,1601,8117.2,371.6,1969
СергиевПосад,2012,108.5,25.9,762,29087,30.8,4.3,54.1,98.1,399.3,28.8,45.7,5246,7547.8,2901.7,57,757,5564.4,440.8,-592
Серпухов,2012,126.8,21,233,28458,25,5.9,33.2,73.9,312,12.1,53.8,3090,16300.7,…1,81.3,1093,3781.1,337.1,897
Химки,2012,221.1,71.3,454,47916,32,7,42.4,94.1,194.8,14.8,36.5,10156,17284.6,3335.6,343.1,5479,62091.2,11119.4,5934
Щелково,2012,113,30.6,224,38971,23.9,4.3,30.7,45.5,165.4,0.2,41.5,4126,65191.7,1272.5,129.1,2069,14404.2,382.5,3103
Орёл,2011,319.1,95.9,2502,18244.7,25.3,11.9,70.4,182.1,327.8,18.0,50.2,9376,42925.8,3151.8,189.6,3274,20645.1,455.1,3781
Орёл,2012,318.1,93.9,1921,21443.8,25.9,12.7,71.6,184.0,324.0,29.0,50.4,9679,44615.4,3285.7,211.6,3228,24407.6,521.1,814
Рязань,2011,525.9,163.1,1376,21202.5,24.0,13.6,96.0,150.5,200.5,17.5,45.3,21332,120219.7,8343.3,324.9,4888,32082.1,763.7,3775
Рязань,2012,527.9,163.5,959,24159.8,24.3,13.7,84.0,146.6,278.3,17.4,47.3,21379,139030.5,9376.6,352.2,5694,39175.8,1143.5,3820
Смоленск,2011,329.9,112.6,1617,19934,23.9,10.2,121.6,138.5,281.5,54,38.4,13838,52488.3,4411.7,201.8,2792,27899.4,240.5,4166
Смоленск,2012,331.0,112.2,939,22559,24.2,10.7,106.5,135.1,286.7,56,39.4,13971,54200.899999999994,3901.8,103.0,1493,32470.1,319.7,825
Тамбов,2011,280.8,98.1,1558,17334.3,23.3,9.7,70.2,189.0,394.0,30.9,62.3,8589,56747.0,1175.0,303.3,3362,22257.8,261.2,1889
Тамбов,2012,281.8,96.9,1185,20197.2,23.6,12.1,70.4,177.1,394.4,40.1,63.8,8744,49994.0,1861.6,317.2,2891,27724.4,314.0,1967
Тверь,2011,406.9,124.5,1376,22773,24.4,16.7,117.7,133.3,324.0,18.4,42.1,21110,76598.7,1985.7,209.3,2652,30453.7,210.9,4364
Тверь,2012,408.9,123.1,967,26493,24.6,17.6,116.7,136.3,332.5,57.2,41.0,19355,91745.4,2403.6,205.9,2982,36653.0,197.3,3189
Ярославль,2011,595.2,184.8,4187,22789.8,22.2,24.4,102.5,145.3,296.3,9,44.9,29811,134142.3,7959.7,198.8,3108,28693.5,946.9,5682
Ярославль,2012,599.2,183.0,3006,25780.0,22.3,24.8,86.9,143.5,291.5,8,45.8,30256,145936.1,7114.3,191,3297,38086.5,1406.9,5434
Рыбинск,2011,198.1,58.6,2517,17469.7,23.7,9.5,53.1,103.8,298.1,11.9,38.8,4555,41503.399999999994,1403.9,22.2,420,5675.8,120.6,-877
Рыбинск,2012,196.6,58.3,1974,20729.7,24.1,9.6,38.4,112.3,275.3,15.9,40.2,4693,49518.2,2298.5,35.1,341,7520.4,167.6,-348
Тула,2011,499.5,166.7,2395,21481.8,25.0,15.4,57.3,131.9,303.3,16.3,54.2,22354,156023.49999999997,3042.5,138.7,1316,30418.2,266.5,2773
Тула,2012,493.8,174.2,1436,25213.8,25.5,17.7,59.2,122.8,340.5,15.7,54.1,21796,150028.6,5150.0,128.4,1230,39378.3,394.2,-1711
Новомосковск,2011,142.6,37.3,894,20962.4,24.6,4.6,33.0,73.5,336.7,1.6,35.9,2609,64437.799999999996,1714.4,10.2,52,4361.9,37.6,97
Новомосковск,2012,141.1,37.2,651,23576.2,25.0,5.2,31.2,71.8,303.8,4.9,38.8,2564,70809.90000000001,1327.1,33.4,400,6318.8,65.2,-501
Архангельск,2011,356.5,116.1,1096,27856.0,22.6,16.5,101.0,128.4,391.6,32.9,47.4,13120,29659.1,5660.4,71.0,1015,10584.3,241.4,1142
Архангельск,2012,358.0,114.9,1041,31541.6,22.6,17.2,94.1,135.0,454.7,38.0,48.4,13065,29469.1,8326.1,70.4,1034,12355.7,227.8,1326
Северодвинск,2011,191.3,69.7,785,28003.5,21.6,10.1,57.5,95.2,400.0,61.4,46.5,3317,7562.8,1094.5,21.4,373,1783.3,328.2,-1684
Северодвинск,2012,189.7,67.6,694,32028.5,21.9,10.1,57.9,97.6,385.3,31.6,45.4,3351,9009.1,2684.5,9.6,170,2830.4,370.4,-1693
Вологда,2011,304.3,99.4,2333,23330,22.7,16.7,61.6,164.3,307.5,12.9,49.8,16944,41297.0,8573.1,140.6,2768,15919.51,264.8,1761
Вологда,2012,306.5,100.1,1843,26331,22.8,17.0,63.1,161.3,322.7,31.3,40.5,17834,40973.7,8004.9,144.4,2426,22941.61,210.1,1485
Череповец,2011,314.6,102.6,2327,29324,23.3,16.3,39.8,79.6,335.6,4.8,44.1,11323,336715.0,6234.6,110.1,1642,8585.8,451.0,1766
Череповец,2012,315.7,100.5,1842,33367,23.4,18.3,39.6,79.4,341.5,4.8,42.9,11511,318997.9,6720.7,63.0,967,9951.9,536.8,723
Калининград,2011,433.5,136.4,1912,24204.0,25.3,14.9,56.1,111.5,274.5,43.7,33.0,35822,239247.4,12582.8,352.1,5361,34134.1,163.3,2893
Калининград,2012,441.4,135.7,1393,27281.0,25.6,16.7,63.2,124.7,289.0,46.9,35.0,34101,272164.6,7992.1,399.3,6306,39344.0,432.2,8315
