name,year,inflow
Новоджерелиевское,2022,196.0
Новосельское,2022,28.0
Переясловское,2022,156.0
Свободненское,2022,39.0
Чепигинское,2022,83.0
Выселковский муниципальный район,2022,670.0
Бейсугское,2022,52.0
Бейсужекское,2022,15.0
Березанское,2022,98.0
Бузиновское,2022,20.0
Выселковское,2022,247.0
Газырское,2022,85.0
Ирклиевское,2022,57.0
Крупское,2022,14.0
Новобейсугское,2022,22.0
Новомалороссийское,2022,60.0
Гулькевичский муниципальный район,2022,2023.0
Гулькевичское,2022,853.0
Гирейское,2022,135.0
Красносельское,2022,120.0
Венцы-Заря,2022,130.0
Комсомольское,2022,81.0
Кубань,2022,131.0
Николенское,2022,47.0
Новоукраинское,2022,115.0
Отрадо-Кубанское,2022,90.0
Отрадо-Ольгинское,2022,94.0
Пушкинское,2022,41.0
Скобелевское,2022,16.0
Соколовское,2022,109.0
Союз Четырех Хуторов,2022,18.0
Тысячное,2022,43.0
Динской муниципальный район,2022,2003.0
Васюринское,2022,130.0
Динское,2022,590.0
Красносельское,2022,76.0
Мичуринское,2022,73.0
Нововеличковское,2022,129.0
Новотитаровское,2022,310.0
Первореченское,2022,34.0
Пластуновское,2022,187.0
Старомышастовское,2022,126.0
Южно-Кубанское,2022,348.0
Ейский муниципальный район,2022,5134.0
Ейское,2022,3505.0
Александровское,2022,240.0
Должанское,2022,262.0
Ейское,2022,152.0
Камышеватское,2022,171.0
Копанское,2022,141.0
Красноармейское,2022,102.0
Кухаривское,2022,196.0
Моревское,2022,53.0
Трудовое,2022,63.0
Ясенское,2022,249.0
Кавказский муниципальный район,2022,2172.0
Кропоткинское,2022,1370.0
Дмитриевское,2022,65.0
им М. Горького,2022,44.0
Кавказское,2022,216.0
Казанское,2022,216.0
Лосевское,2022,43.0
Мирское,2022,69.0
Привольное,2022,32.0
Темижбекское,2022,117.0
Калининский муниципальный район,2022,1285.0
Бойкопонурское,2022,113.0
Гривенское,2022,163.0
Гришковское,2022,23.0
Джумайловское,2022,69.0
Калининское,2022,393.0
Куйбышевское,2022,114.0
Новониколаевское,2022,49.0
Старовеличковское,2022,361.0
Каневской муниципальный район,2022,1446.0
Каневское,2022,627.0
Красногвардейское,2022,42.0
Кубанскостепное,2022,28.0
Новодеревянковское,2022,131.0
Новоминское,2022,158.0
Привольненское,2022,89.0
Придорожное,2022,32.0
Стародеревянковское,2022,268.0
Челбасское,2022,71.0
Кореновский муниципальный район,2022,1548.0
Кореновское,2022,847.0
Братковское,2022,29.0
Бураковское,2022,43.0
Дядьковское,2022,74.0
Журавское,2022,44.0
Новоберезанское,2022,135.0
Платнировское,2022,208.0
Пролетарское,2022,42.0
Раздольненское,2022,57.0
Сергиевское,2022,69.0
Красноармейский муниципальный район,2022,2413.0
Ивановское,2022,277.0
Полтавское,2022,513.0
Марьянское,2022,177.0
Новомышастовское,2022,302.0
Октябрьское,2022,280.0
Протичкинское,2022,97.0
Староджерелиевское,2022,50.0
Старонижестеблиевское,2022,258.0
Трудобеликовское,2022,371.0
Чебургольское,2022,88.0
Крыловский муниципальный район,2022,860.0
Крыловское,2022,372.0
Кугоейское,2022,84.0
Новопашковское,2022,50.0
Новосергиевское,2022,77.0
Октябрьское,2022,257.0
Шевченковское,2022,20.0
Крымский муниципальный район,2022,4554.0
Крымское,2022,1760.0
Адагумское,2022,231.0
Варениковское,2022,636.0
