oktmo,name,year,docsnum
1620481,Харловский сельсовет,2009,1.0
1620481,Харловский сельсовет,2010,1.0
1620481,Харловский сельсовет,2011,1.0
1620481,Харловский сельсовет,2012,1.0
1620481,Харловский сельсовет,2013,1.0
1621000,Крутихинский муниципальный район,2008,23.0
1621000,Крутихинский муниципальный район,2009,27.0
1621000,Крутихинский муниципальный район,2010,25.0
1621000,Крутихинский муниципальный район,2011,26.0
1621000,Крутихинский муниципальный район,2012,25.0
1621000,Крутихинский муниципальный район,2013,26.0
1621412,Волчно-Бурлинский сельсовет,2008,1.0
1621412,Волчно-Бурлинский сельсовет,2009,1.0
1621412,Волчно-Бурлинский сельсовет,2010,1.0
1621412,Волчно-Бурлинский сельсовет,2011,1.0
1621412,Волчно-Бурлинский сельсовет,2012,1.0
1621412,Волчно-Бурлинский сельсовет,2013,1.0
1621418,Долганский сельсовет,2010,1.0
1621418,Долганский сельсовет,2011,1.0
1621430,Крутихинский сельсовет,2008,22.0
1621430,Крутихинский сельсовет,2009,26.0
1621430,Крутихинский сельсовет,2010,23.0
1621430,Крутихинский сельсовет,2011,24.0
1621430,Крутихинский сельсовет,2012,24.0
1621430,Крутихинский сельсовет,2013,25.0
1622000,Кулундинский муниципальный район,2008,38.0
1622000,Кулундинский муниципальный район,2009,36.0
1622000,Кулундинский муниципальный район,2010,34.0
1622000,Кулундинский муниципальный район,2011,33.0
1622000,Кулундинский муниципальный район,2012,36.0
1622000,Кулундинский муниципальный район,2013,40.0
1622444,Златополинский сельсовет,2008,2.0
1622444,Златополинский сельсовет,2009,2.0
1622444,Златополинский сельсовет,2010,2.0
1622444,Златополинский сельсовет,2011,1.0
1622460,Кулундинский сельсовет,2008,35.0
1622460,Кулундинский сельсовет,2009,33.0
1622460,Кулундинский сельсовет,2010,31.0
1622460,Кулундинский сельсовет,2011,31.0
1622460,Кулундинский сельсовет,2012,36.0
1622460,Кулундинский сельсовет,2013,39.0
1622477,Октябрьский сельсовет,2008,1.0
1622477,Октябрьский сельсовет,2009,1.0
1622477,Октябрьский сельсовет,2010,1.0
1622477,Октябрьский сельсовет,2011,1.0
1622477,Октябрьский сельсовет,2013,1.0
1623000,Курьинский муниципальный район,2008,34.0
1623000,Курьинский муниципальный район,2009,33.0
1623000,Курьинский муниципальный район,2010,31.0
1623000,Курьинский муниципальный район,2011,30.0
1623000,Курьинский муниципальный район,2012,32.0
1623000,Курьинский муниципальный район,2013,32.0
1623422,Ивановский сельсовет,2008,1.0
1623422,Ивановский сельсовет,2009,1.0
1623422,Ивановский сельсовет,2010,1.0
1623422,Ивановский сельсовет,2011,1.0
1623422,Ивановский сельсовет,2012,1.0
1623422,Ивановский сельсовет,2013,1.0
1623438,Колыванский сельсовет,2008,2.0
1623438,Колыванский сельсовет,2009,2.0
1623438,Колыванский сельсовет,2010,2.0
1623438,Колыванский сельсовет,2011,2.0
1623438,Колыванский сельсовет,2012,2.0
1623438,Колыванский сельсовет,2013,2.0
1623444,Краснознаменский сельсовет,2008,1.0
1623444,Краснознаменский сельсовет,2009,1.0
1623444,Краснознаменский сельсовет,2010,1.0
1623444,Краснознаменский сельсовет,2011,1.0
1623444,Краснознаменский сельсовет,2012,1.0
1623444,Краснознаменский сельсовет,2013,1.0
1623466,Курьинский сельсовет,2008,30.0
1623466,Курьинский сельсовет,2009,29.0
1623466,Курьинский сельсовет,2010,27.0
1623466,Курьинский сельсовет,2011,26.0
1623466,Курьинский сельсовет,2012,28.0
1623466,Курьинский сельсовет,2013,28.0
1624000,Кытмановский муниципальный район,2008,24.0
1624000,Кытмановский муниципальный район,2009,26.0
1624000,Кытмановский муниципальный район,2010,28.0
1624000,Кытмановский муниципальный район,2011,25.0
1624000,Кытмановский муниципальный район,2012,24.0
1624000,Кытмановский муниципальный район,2013,25.0
1624423,Кытмановский сельсовет,2008,21.0
1624423,Кытмановский сельсовет,2009,24.0
1624423,Кытмановский сельсовет,2010,26.0
1624423,Кытмановский сельсовет,2011,23.0
1624423,Кытмановский сельсовет,2012,23.0
1624423,Кытмановский сельсовет,2013,23.0
1624434,Червовский сельсовет,2008,1.0
1624457,Октябрьский сельсовет,2008,1.0
1624457,Октябрьский сельсовет,2009,1.0
