oktmo,name,year,avgemployers
98626000,Нюрбинский муниципальный район,2016,7941.0
98627000,Ленский муниципальный район,2013,19014.0
98627000,Ленский муниципальный район,2014,20657.0
98627000,Ленский муниципальный район,2015,21321.0
98627000,Ленский муниципальный район,2016,24176.0
98629000,Мегино-Кангаласский муниципальный район,2013,7458.0
98629000,Мегино-Кангаласский муниципальный район,2014,7305.0
98629000,Мегино-Кангаласский муниципальный район,2015,6912.0
98629000,Мегино-Кангаласский муниципальный район,2016,6725.0
98631000,Мирнинский муниципальный район,2013,37186.0
98631000,Мирнинский муниципальный район,2014,38545.0
98631000,Мирнинский муниципальный район,2015,38733.0
98631000,Мирнинский муниципальный район,2016,38866.0
98633000,Момский муниципальный район,2013,1642.0
98633000,Момский муниципальный район,2014,1589.0
98633000,Момский муниципальный район,2015,1500.0
98633000,Момский муниципальный район,2016,1490.0
98635000,Намский муниципальный район,2013,4729.0
98635000,Намский муниципальный район,2014,4767.0
98635000,Намский муниципальный район,2015,4698.0
98635000,Намский муниципальный район,2016,4510.0
98637000,Нижнеколымский муниципальный район,2013,1631.0
98637000,Нижнеколымский муниципальный район,2014,1587.0
98637000,Нижнеколымский муниципальный район,2015,1564.0
98637000,Нижнеколымский муниципальный район,2016,1555.0
98639000,Оймяконский муниципальный район,2013,4775.0
98639000,Оймяконский муниципальный район,2014,5307.0
98639000,Оймяконский муниципальный район,2015,5377.0
98639000,Оймяконский муниципальный район,2016,4962.0
98641000,Олекминский муниципальный район,2013,6981.0
98641000,Олекминский муниципальный район,2014,7776.0
98641000,Олекминский муниципальный район,2015,7446.0
98641000,Олекминский муниципальный район,2016,7630.0
98642000,Оленекский эвенкийский национальный муниципальный район,2013,1206.0
98642000,Оленекский эвенкийский национальный муниципальный район,2014,1366.0
98642000,Оленекский эвенкийский национальный муниципальный район,2015,1395.0
98642000,Оленекский эвенкийский национальный муниципальный район,2016,1443.0
98644000,Хангаласский муниципальный район,2013,8648.0
98644000,Хангаласский муниципальный район,2014,8871.0
98644000,Хангаласский муниципальный район,2015,8655.0
98644000,Хангаласский муниципальный район,2016,8398.0
98646000,Среднеколымский муниципальный район,2013,2075.0
98646000,Среднеколымский муниципальный район,2014,2083.0
98646000,Среднеколымский муниципальный район,2015,2065.0
98646000,Среднеколымский муниципальный район,2016,2050.0
98648000,Сунтарский муниципальный район,2013,5903.0
98648000,Сунтарский муниципальный район,2014,5696.0
98648000,Сунтарский муниципальный район,2015,5602.0
98648000,Сунтарский муниципальный район,2016,5505.0
98650000,Томпонский муниципальный район,2013,4347.0
98650000,Томпонский муниципальный район,2014,5086.0
98650000,Томпонский муниципальный район,2015,4760.0
98650000,Томпонский муниципальный район,2016,4159.0
98652000,Усть-Алданский муниципальный район,2013,4971.0
98652000,Усть-Алданский муниципальный район,2014,4973.0
98652000,Усть-Алданский муниципальный район,2015,4915.0
98652000,Усть-Алданский муниципальный район,2016,4918.0
98654000,Усть-Майский муниципальный район,2013,3045.0
98654000,Усть-Майский муниципальный район,2014,3180.0
98654000,Усть-Майский муниципальный район,2015,3144.0
98654000,Усть-Майский муниципальный район,2016,3075.0
98656000,Усть-Янский муниципальный район,2013,2509.0
98656000,Усть-Янский муниципальный район,2014,2476.0
98656000,Усть-Янский муниципальный район,2015,2413.0
